Type,Key,Summary,Resolution Date,Open,Ready for Refinement,Investigation,Reopened,In Development,Refined,Ready for test,In Testing,Blocked,Waiting for acceptance,Done,Abandoned,,,,,,
,SOL-670,[TPH] Update TPH configuration - error channel,7/11/25,0.02h,97.60h,,,24.77h,24.47h,3377.32h,,,,7008.63h,,,,,,,
,SOL-743,Participate in a whitelisting meeting and get approval from the BARCC group,,10536.85h,,,,,,,,,,,,,,,,,
,SOL-742,Send in General VPN Request via SNAP,,10536.85h,,,,,,,,,,,,,,,,,
,SOL-741,Get first approval from Portfolio Owner or other relevant decision forum in PA/GF,,10536.87h,,,,,,,,,,,,,,,,,
,SOL-740,Conduct a risk assessment (and full NPAP and/or DPIA if needed),,10536.87h,,,,,,,,,,,,,,,,,
,SOL-731,Register SRA NPAP in SNAP and screen it for NPAP,,1012.10h,,,,9524.77h,,,,,,,,,,,,,
,SOL-835,[FT] Include TPH payments into Foreign payments transit ledgers reports in Forms Teller,5/15/25,1079.48h,788.85h,,,95.82h,0.02h,212.67h,0.32h,,,8376.70h,,,,,,,
,SOL-829,[CORE DB] Changes in comparison report source data procedures to include TPH payments,6/4/25,1364.10h,0.13h,,,435.75h,0.42h,158.15h,705.42h,,,7890.15h,0.00h,,,,,,
,SOL-843,[CORE DB] Exclude TPH payments from intrabank and SEPA payments comparison report (source data),5/16/25,1079.82h,881.57h,,,49.77h,3.30h,20.25h,166.40h,,,8353.07h,,,,,,,
,SOL-657,Payment Order Data Manager API response mapping for Funds Update to TPH response,7/3/25,0.00h,,,,3336.75h,65.43h,,,,,7173.85h,,,,,,,
,SOL-656,[NoTesting] Position Keeping API response mapping to TPH Funds Update response,2/19/25,0.02h,,,,43.77h,141.35h,,,,,10415.00h,,,,,,,
,SOL-655,[NoTesting] Pricing API response mapping to TPH Funds Update response,2/19/25,0.00h,,,,6.50h,183.60h,,,,,10410.03h,,,,,,,
,SOL-654,[NoTesting] MDM API response mapping to TPH Funds Update response,2/18/25,0.07h,,,,89.62h,69.40h,,,,,10441.17h,,,,,,,
,SOL-653,[SDTPS-3596] [TPH][BALTICS][OUT] TPH API to use idempotency design,,10608.12h,,,,,,,,,,,,,,,,,
,SOL-652,[TPH CONF] Disable AML re-scanning,2/14/25,0.62h,5.15h,,,17.05h,0.57h,48.17h,1.08h,,,10536.32h,,,,,,,
,SOL-651,Implement processing flow for Funds Update service Return flow,5/6/25,0.00h,94.53h,1542.70h,,449.33h,1.20h,,,,,8593.85h,,,,,,,
,SOL-644,[CORE DB] Create LOG tables for PAYMENTS.PAYMENT_REFERENCE and PAYMENTS.PAYMENT_PARTY_IDENTIFIER,2/14/25,0.38h,,,,0.37h,142.38h,3.03h,42.18h,,,10536.45h,,,,,,,
,SOL-642,Change TPH conf in all env (PPTE is priority),2/7/25,0.95h,,,,44.32h,,,,,,10704.77h,,,,,,,
,SOL-640,Set up SIAM/SNAP integration PROD,4/7/25,1344.65h,,,,141.83h,,,,,,9288.73h,,,,,,,
,SOL-639,Set up SIAM/SNAP integration PREPROD,4/1/25,506.00h,,,,673.43h,,165.22h,1.10h,,,9429.47h,,,,,,,
,SOL-635,Mapping IWH event payload to GDW requirements,2/10/26,0.00h,,3471.67h,,1829.80h,,,3691.42h,,,1873.38h,,,,,,,
,SOL-634,[3][SDTPS-4543] [TPH][BALTICS] Force Return of outgoing payment,,1851.38h,26.12h,0.23h,,,,377.20h,1997.05h,,6549.67h,,,,,,,,
,SOL-633,[5][SDTPS-3588] [TPH] [BALTICS] Extend Scheme validation with additional tags and inclusion/exclusion lists,,10801.75h,,,,,,,,,,,,,,,,,
,SOL-631,Tieto package installment (TPH Delivery 2.5.16),2/5/25,97.62h,,,,,23.27h,26.30h,0.02h,,,10749.80h,,,,,,,
,SOL-630,TPH changes propagation from PRE-PROD to PROD,4/4/25,736.30h,,,,839.23h,,,,,,9361.68h,,,,,,,
,SOL-1134,[CORE DB][TPH DB] TPH Pre-prod replica for Tieto,3/5/26,3930.87h,,2443.67h,,2064.53h,,1183.68h,,,,1314.48h,,,,,,,
,SOL-628,[Prod] Rollback from TPH to FP Dinasty,,10101.58h,,,,,,,,,,,836.22h,,,,,,
,SOL-627,Define what support needed from Tieto,,10937.83h,,,,,,,,,,,,,,,,,
,SOL-626,"Detailed day plan, hourly activities for Piloting",,10937.85h,,,,,,,,,,,,,,,,,
,SOL-625,[Onboarding] Payments Operations - TPH UI Access,,8057.08h,,2880.78h,,,,,,,,,,,,,,,
,SOL-624,Implement needed configuration changes from Pre-production Go-live activities page in PROD environment,,10937.90h,,,,,,,,,,,,,,,,,
,SOL-623,Update WIKI page that stores Pre-production & Go Live activities,,9906.23h,,1031.73h,,,,,,,,,,,,,,,
,SOL-622,Rehearsal in PPTE,,10578.68h,,,,359.30h,0.00h,,,,,,,,,,,,
,SOL-621,Position Keeping API - unstructuredTransactionDetails - returns,5/12/25,0.22h,69.32h,1660.33h,,623.35h,142.80h,,,,,8446.48h,,,,,,,
,SOL-620,[NoTesting] Position Keeping API - unstructuredTransactionDetails - to/from Loro,2/25/25,0.00h,19.80h,153.68h,,193.62h,304.45h,,,,,10273.45h,,,,,,,
,SOL-619,[NoTesting] Implement processing flow for Funds Update service integrations,4/2/25,0.12h,76.60h,417.00h,,978.07h,75.08h,,,,,9408.22h,,,,,,,
,SOL-618,[API endpoint] Add new PODM API endpoint to retrieve payment archival code,4/17/25,1681.57h,163.17h,,,65.35h,6.92h,,,,,9048.87h,,,,,,,
,SOL-617,[API] Update Payment Order Data Manager API field names and structure,,531.28h,,,,,,,,,,,10434.63h,,,,,,
,SOL-616,[API] Add new Payment Order Data Manager API fields,,531.30h,,,,,,,,,,,10434.63h,,,,,,
,SOL-615,APIs logging improvements,7/18/25,1.08h,221.58h,3833.50h,,29.43h,69.42h,,,,,6834.93h,,,,,,,
,SOL-613,Change configuration in TPH yaml files (for both zones),1/27/25,0.42h,,,,1.43h,,69.75h,0.63h,,1.25h,10967.53h,,,,,,,
,SOL-611,Tieto package installment (TPH Delivery 2.5.15-07),1/23/25,20.30h,,,,2.17h,22.05h,,,,,11063.72h,,,,,,,
,SOL-605,Implement possibility to run tests on local environment,2/7/25,45.82h,,,,356.83h,3.22h,,,,,10705.77h,,,,,,,
,SOL-603,[NoTesting] Funds Update API service is able to consume MDM API,1/27/25,0.13h,54.42h,,,96.95h,18.22h,,,,,10967.40h,,,,,,,
,SOL-632,[ISOX] SWIFT Tracker message report delivery optimization,2/5/25,0.00h,34.35h,23.35h,,23.88h,291.05h,99.87h,31.15h,,,10745.15h,,,,,,,
,SOL-693,[core-payment-order-initiator] create andromeda base application,3/21/25,1199.08h,,,,355.23h,,,,,,9698.00h,,,,,,,
,SOL-601,Manage ROMA MQ as STREAMING for IWH into Kafka,3/7/25,125.05h,,,,1099.25h,,,,,,10030.88h,,,,,,,
,SOL-600,Create CMDB items,1/30/25,385.23h,,,,,,,,,,10895.87h,,,,,,,
,SOL-715,[MVP][Payment Operations] Create TPH UI Instructions / user manual,,6478.15h,,1581.83h,,3240.12h,,,,,,,,,,,,,
,SOL-597,Tieto package installment (TPH Delivery 2.5.15-05),1/15/25,6.53h,,,,1.20h,,40.87h,0.00h,,,11256.53h,,,,,,,
,SOL-588,Extend Funds Update Pricing API FeeInfo model with priceListCode,,0.03h,122.05h,2.43h,,,833.38h,,,,,,10441.57h,,,,,,
,SOL-587,[TPH] [BALTICS] During the several times resending the Tracker outgoing message an error appears in ISOX,,232.87h,,7.22h,,,,,,,,355.87h,11109.12h,,,,,,
,SOL-564,"Store Payments API secrets in AAS DB and CyberArk DEV, TEST, PRE-PROD",2/3/25,0.05h,267.20h,,,71.37h,404.32h,172.55h,,,,10795.23h,,,,,,,
,SOL-563,[CORE DB] Insert configuration data to TPH_FUNDS_UPDATE_OP_TYYP,1/2/25,0.00h,,41.22h,,7.78h,,306.58h,,,,11566.65h,,,,,,,
,SOL-562,[PPTE][PROD] RMA files upload to TPH,8/22/25,2810.93h,,,88.48h,316.55h,,,2687.72h,,,5998.67h,,,,,,,
,SOL-561,[PPTE] [PROD] RTGS Directory files upload to TPH,7/7/25,2812.50h,,,,257.65h,,,1779.97h,,,7100.43h,,,,,,,
,SOL-560,[PPTE] [PROD] ECB and national CB FX rate upload to TPH,7/11/25,2846.75h,,258.68h,67.03h,338.05h,,,780.30h,,647.57h,7006.57h,,,,,,,
,SOL-559,Setup API Test Automation / Sample Test Case,1/24/25,0.27h,,,,651.77h,258.15h,,,,,11037.07h,,,,,,,
,SOL-558,Send TPH Production logs to Grafana,,0.02h,23.62h,,,,,,,,,,11927.65h,,,,,,
,SOL-557,Funds update API request objects generation from XSD,2/20/25,0.05h,3.72h,,,20.75h,22.42h,1512.28h,,,,10392.03h,,,,,,,
,SOL-556,[Cypress Hill] configure tracker message delivery notification routing in SAA,,695.83h,,43.70h,,,,,,,,,11230.58h,,,,,,
,SOL-555,Account check API request objects generation from XSD,5/7/25,2.17h,24.37h,,,21.53h,0.90h,3358.78h,,,,8566.35h,,,,,,,
,SOL-549,Create job for manual file upload,,12119.63h,,,,,,,,,,,,,,,,,
,SOL-548,DTOs to DB model mapping,2/25/25,23.80h,1.78h,,,264.90h,905.27h,670.92h,,,,10273.60h,,,,,,,
,SOL-547,DB Model(JPA) creation,1/24/25,23.80h,1.50h,,,911.97h,165.80h,,,,,11037.18h,,,,,,,
,SOL-546,Tieto package installment (TPH Delivery 2.5.15) + (TPH Delivery 2.5.15 Patch 02),12/13/24,0.00h,0.00h,,,92.95h,2.53h,95.80h,,,,12048.97h,,,,,,,
,SOL-545,"[CORE DB] add new column/attribute to TPH_FUNDS_UPDATE_OP_TYYP table, change PAYMENT_TYPE to Optional",12/18/24,0.00h,123.30h,,,0.47h,,21.70h,170.12h,,,11925.25h,,,,,,,
,SOL-543,[Non-funct testing] Account Check service is able to consume MDM API address endpoint check TPH UI,,12281.68h,,,,,,,,,,,,,,,,,
,SOL-537,Enable daily transaction report in TPH PREPROD,9/18/25,3355.62h,,,,,,,,1558.65h,,2015.27h,0.00h,,,,5353.55h,,
,SOL-536,[1][SDTPS-4095] [TPH][BALTICS] Split agent charges from product charges for incoming payments,,194.43h,,,12088.87h,,,,,,,,,,,,,,
,SOL-535,[4][SDTPS-3599] [TPH] [BALTICS] Fix and resend outgoing payment that got rejected,,3334.05h,29.12h,,1003.62h,,,,24.67h,,4122.98h,3768.90h,,,,,,,
,SOL-533,[CORE DB] Update CREBIT.SYSGLOBAL for minimum amount for Namecheck (LT CORE),12/11/24,0.00h,23.53h,,0.00h,,,,164.33h,0.00h,23.32h,0.07h,,,,,12095.42h,,
,SOL-700,[TPH][DEV] File import monitoring in TPH,2/17/26,0.00h,438.18h,,8252.63h,,,,152.95h,928.38h,,760.40h,,,,,1705.30h,,
,SOL-531,CI/CD setup for UI tests,,12382.95h,,,,,,,,,,,,,,,,,
,SOL-530,CI/CD setup for API tests,2/7/25,1677.23h,,,,,,,,,,,,,,,10705.78h,,
,SOL-529,Setup UI Test Automation on Github actions,,4514.40h,0.00h,,7868.72h,,,,,,,,,,,,,,
,SOL-528,Infrastructure setup for API Test Automation Pipeline,1/6/25,411.27h,24.67h,,,,,,0.43h,474.63h,,,,,,,11472.12h,,
,SOL-523,Setup DB connection for storing payments in CORE DB,12/17/24,0.00h,0.00h,,,,,,166.12h,338.57h,,,,,,,11946.42h,,
,SOL-522,Payment Order Data Manager & API End-to-end testing,4/25/25,2708.25h,,,,,,,,,,892.40h,,,,,8852.35h,,
,SOL-521,[SDTPS-3672] [TPH][BALTICS] Funds check CRE for incoming Financial Transfers to Vostro accounts,4/4/25,0.03h,0.02h,,,,,,0.00h,,1700.83h,1419.02h,16.50h,,,,9361.75h,,
,SOL-520,[SDTPS-3671] [TPH][BALTICS] Sanctions screening of Financial Transfers (pacs.009COR) in engine,2/3/25,0.07h,0.12h,,,,,,0.00h,,834.07h,843.05h,,,,,10796.95h,,
,SOL-519,[SDTPS-3598] [TPH] [BALTICS] Returning partial amount of incoming payment,7/30/25,0.27h,0.47h,,,,,,0.00h,,596.43h,648.00h,4680.00h,,,,6549.65h,,
,SOL-518,[SDTPS-3589] [TPH] [BALTICS] Entitlement call for incoming payment,,2397.93h,,,,,,,,,,,,,,,,10076.95h,
,SOL-517,[SDTPS-3591] [TPH] [BALTICS] Possibility to resend outgoing message,,0.05h,1.27h,,,,,,0.00h,,400.65h,529.50h,11543.95h,,,,,,
,SOL-516,[SDTPS-3597] [TPH] [BALTICS] Possible to freeze funds in case of AML HOLD,2/10/25,0.33h,1.38h,,,,,,0.00h,,1007.50h,236.95h,602.65h,,,,10626.98h,,
,SOL-515,[SDTPS-3590] [TPH] [BALTICS] Possibility to have temporary statuses of payment,2/17/25,0.08h,1.73h,,,,,,0.00h,,400.93h,915.70h,696.37h,,,,10461.08h,,
,SOL-514,[SDTPS-3585] [TPH] [BALTICS] Extension of ACCOUNT_CHECK Request,1/20/25,0.10h,1.85h,,0.00h,,,,0.00h,,669.87h,669.28h,,,,,11134.95h,,
,SOL-513,[SDTPS-3586] [TPH] [BALTICS] Store SID from Messaging with ISO Exchange,1/21/25,0.35h,1.83h,,0.00h,,,,0.00h,,1245.33h,117.63h,,,,,11111.13h,,
,SOL-699,[TPH][CONFIGURATION] Kafka integration related monitoring,6/13/25,4.75h,214.28h,,1625.97h,,,,137.07h,2386.58h,0.00h,497.93h,,,,,7681.17h,,
,SOL-702,[TPH][CONFIGURATION] Prepare TPH related Grafana Dashboards,9/26/25,21.92h,1086.65h,,3859.17h,,,,239.38h,2083.63h,,0.42h,,,,,5156.80h,,
,SOL-701,[Sys Doc] [TPH] Prepare System documentation. Monitoring and Logging,,0.00h,0.00h,,12569.77h,,,,0.00h,0.02h,,,,,,,,,
,SOL-698,[TPH] [CONFIG] Audit/security logging and user events,12/4/25,1.15h,1224.68h,,3184.58h,,,,141.32h,126.88h,,4411.02h,,,,,3505.33h,,
,SOL-505,[Cypress Hill] Modify swiftref script for files needed by TPH Baltics,11/21/24,20.15h,,,,,,,,,,,,,,,,12577.07h,
,SOL-501,[Kafka] Config and deploy Kafka to ISOX to TPH PROD,4/8/25,3167.05h,,,,,,,,174.40h,,,,,,,9259.78h,,
,SOL-500,[Kafka] Configure TPH ROMA to Kafka to TPH PROD,4/8/25,3167.02h,,,,,,,,174.47h,,,,,,,9259.75h,,
,SOL-499,[TPH][PPTE] SWLT configuration in TPH,12/16/24,355.07h,,,,,,,0.70h,11.28h,275.97h,0.00h,,,,,11977.13h,,
,SOL-497,[TPH][PPTE] SWEE configuration in TPH,12/16/24,355.28h,,,,,,,0.70h,28.05h,259.18h,0.00h,,,,,11977.15h,,
,SOL-496,[NoTesting] Position Keeping API - unstructuredTransactionDetails - incoming pacs.008,4/2/25,0.00h,24.10h,641.17h,1323.58h,,,,308.07h,580.58h,,,,,,,9745.18h,,
,SOL-495,Pricing API request includes accountId returned by Account Info API,11/26/24,0.10h,171.72h,,,,,,,,,,,,,,,12451.47h,
,SOL-494,Funds Update API service is able to POST return payment in Core Payment Order Data Manager,4/15/25,2025.90h,68.60h,,1327.73h,,,,18.50h,95.33h,,,,,,,9099.40h,,
,SOL-493,Funds Update API service is able to POST Outgoing return payment in Core Payment Order Data Manager,,2025.93h,,,1327.73h,,,,,,,,,,,,,9281.85h,
,SOL-739,[CORR ACC API] Service is able to consume Correspondent Accounts API create transactions endpoint,6/5/25,3350.13h,174.70h,,858.88h,,,,212.88h,168.12h,,,,,,,7871.45h,,
,SOL-730,TPH Roma MQ to Bookings service MQ ordering,5/20/25,4361.93h,,,0.03h,,,,19.88h,0.00h,,,,,,,8254.42h,,
,SOL-737,Bookings service is able to consume messages from TPH Roma MQ (DEV and PPTE),6/6/25,4362.17h,1.87h,,19.85h,,,,18.73h,388.85h,,,,,,,7844.97h,,
,SOL-488,Mapping IWH event payload to ISO Datamodel,,1922.72h,,,8444.17h,,,,,476.80h,,,,,,,,1873.40h,
,SOL-487,"Namecheck is performed for LT, but it shouldn't",12/2/24,74.55h,0.00h,,,,,,0.00h,74.60h,265.48h,,,,,,12306.68h,,
,SOL-486,Namecheck API request includes accountId returned by Account Info API,11/20/24,122.63h,23.40h,,,,,,,,,,,,,,,12599.78h,
,SOL-485,Account Check returns IBAN in both iban and accNumb fields,11/28/24,4.87h,47.38h,,117.82h,,,,0.00h,22.45h,148.42h,0.02h,,,,,12404.88h,,
,SOL-484,[PROD] Order RTGS Directory setup/configuration from Sterling team,12/18/24,164.20h,218.35h,,,,,,0.00h,456.27h,,,,,,,11926.25h,,
,SOL-482,Tieto package installment (TPH 2.5.14-03),11/25/24,0.05h,2.07h,,,,,,0.47h,17.40h,263.95h,0.00h,,,,,12481.50h,,
,SOL-481,Account Check to consume Namecheck: Incorrect message text in case of Namecheck was not performed,11/21/24,41.42h,0.00h,,,,,,0.00h,131.27h,67.65h,0.00h,,,,,12570.40h,,
,SOL-480,Account Check to consume Namecheck: pacs.009 fails with exception on Account check,11/29/24,92.92h,0.00h,,,,,,0.00h,3.30h,142.68h,0.00h,192.52h,,,,12379.32h,,
,SOL-479,The validation with company exclusion list are failing,11/12/24,2.98h,0.00h,,,,,,0.00h,0.62h,1.42h,23.63h,,,,,12787.10h,,
,SOL-478,Analyze current Payment Services API that saves payment,12/3/24,112.37h,0.00h,,,,,,0.00h,383.93h,96.37h,,,,,,12289.25h,,
,SOL-477,[TPH] [REF] [PROD] Set up and configure in PROD TPH manually old missing currencies for ECB and national CB FX rate upload to TPH,12/19/24,307.53h,484.08h,,215.47h,,,,0.02h,,,,,,,,11901.27h,,
,SOL-476,[ISOX] SWIFT Tracker message field logic in TPH,11/7/24,3.58h,,,,,,,,,,,,,,,,12905.10h,
,SOL-475,[TPH] [REF] [PROD] Set up and configure Sterling job in PROD for ECB and national CB FX rate upload to TPH,12/18/24,308.58h,218.20h,,,,,,0.00h,456.35h,,,,,,,11926.28h,,
,SOL-474,[TPH] [REF] [PROD] Set up and configure Batch Portal job in PROD for ECB and national CB FX rate upload to TPH,11/29/24,308.60h,218.10h,,,,,,0.00h,0.05h,0.00h,0.02h,,,,,12382.67h,,
,SOL-473,Update alert with improved version for Booking Service,12/6/24,484.47h,43.78h,,,,,,72.17h,22.08h,76.90h,,,,,,12212.50h,,
,SOL-472,[TPH] [IL] Update alert with improved version for Funds Update API,2/20/25,484.63h,43.92h,,,,,,4.05h,66.08h,1921.32h,,,,,,10392.05h,,
,SOL-471,[TPH] Update alert with improved version for Payment Order Data Manager,11/26/24,3.32h,0.00h,,,,,,0.00h,187.75h,268.45h,0.00h,1.77h,,,,12451.23h,,
,SOL-470,[TPH] Update alert with improved version for Namecheck API,12/4/24,503.32h,43.90h,,,,,,71.18h,46.92h,2.42h,,,,,,12263.02h,,
,SOL-469,[TPH] Update alert with improved version for Account Check API,12/4/24,640.27h,,,,,,,,25.10h,2.37h,,,,,,12263.05h,,
,SOL-468,[ISOX] SWIFT Tracker message processing problems,11/8/24,0.00h,90.27h,,,,,,0.00h,2.68h,67.13h,3.28h,19.93h,,,,12888.88h,,
,SOL-462,[ROMA][ROUTING] Update Roma routing to Sanction screen pacs.009,11/19/24,0.58h,315.22h,,,,,,0.00h,17.40h,124.37h,0.00h,,,,,12621.10h,,
,SOL-461,[ROMA] Change RoMa routing properties to scan pacs.009,10/31/24,0.47h,4.53h,,,,,,0.02h,0.00h,0.00h,0.90h,,,,,13073.82h,,
,SOL-459,Enable file Transfer via Sterling to NFS Drive (PROD),11/6/24,0.03h,0.23h,,,,,,187.03h,0.00h,0.00h,0.00h,,,,,12935.83h,,
,SOL-458,Order FW openings to Kafka Control center for Gambit Terminal servers,9/4/25,240.05h,0.00h,209.70h,,,,,,,,,,,,,5689.17h,7009.02h,
,SOL-455,Tieto package installment (TPH Delivery 2.5.14),10/29/24,0.02h,0.00h,,,,,,0.00h,25.88h,0.00h,0.00h,,,,,13127.42h,,
,SOL-454,[NoTesting] DB side logic of Funds Update service,2/20/25,0.00h,181.95h,,507.00h,,,,0.00h,838.42h,1323.05h,,,,,,10392.07h,,
,SOL-440,Enable file Transfer via Sterling to NFS Drive (PREPROD),10/29/24,43.48h,0.00h,,0.00h,,,,0.00h,101.87h,0.00h,0.00h,,,,,13122.85h,,
,SOL-439,[End-to-end testing] Account Check API to consume Namecheck Service,12/14/24,815.77h,0.00h,,,,,,0.00h,,0.00h,428.90h,,,,,12024.83h,,
,SOL-438,[NoTesting] Create Payment Order Data manager API service in Baltic Payment Core Services layer,11/20/24,0.12h,0.00h,,,,,,0.00h,383.12h,288.53h,0.00h,,,,,12601.22h,,
,SOL-436,Port opening for HTTPS Rest API calls,2/4/25,0.00h,4.80h,,,,,,0.00h,835.42h,0.00h,1683.68h,,,,,10774.02h,,
,SOL-435,[NoTesting] Funds Update API service is able to consume Account Info API,12/19/24,17.87h,1.05h,,0.57h,,,,216.68h,117.85h,1057.85h,,,,,,11903.58h,,
,SOL-434,[NoTesting] Accounts API response mapping to TPH Funds Update response,2/18/25,0.08h,24.37h,,2690.85h,,,,18.33h,140.77h,0.00h,,,,,,10441.20h,,
,SOL-432,[TPH] [DEPLOYMENT] Backing up & Restoring configuration data,,0.05h,119.30h,,13292.30h,,,,,,,,,,,,,,
,SOL-431,Update rule when Name Check Service should be called,11/29/24,0.00h,30.30h,,,,,,137.63h,13.02h,807.78h,0.00h,72.40h,,,,12381.33h,,
,SOL-456,[ISOX] TPH outgoing PACS.002 is not processed by ISOX,10/31/24,2.02h,66.18h,,0.00h,,,,168.98h,2.45h,94.78h,0.02h,77.25h,,,,13075.07h,,
,SOL-429,[ROMA] Turn off BankApp for Sanction screening after Tieto defect fixed,11/19/24,193.00h,0.00h,,0.00h,,,,316.75h,1.58h,500.02h,0.00h,,,,,12621.12h,,
,SOL-425,[ISOX] event for message forwarding to TPH not correctly generated for some messages,10/28/24,311.67h,,,262.33h,,,,,,,,,,,,,13150.90h,
,SOL-424,[ROMA][MQ] Update MQ physical names in ROMA configuration,10/31/24,0.35h,318.52h,,0.00h,,,,24.17h,0.15h,91.85h,0.43h,217.12h,,,,13078.72h,,
,SOL-423,[TPH] Container Vulnerabilities,,0.00h,2641.35h,,338.50h,,,,,,,,,,,,,10771.10h,
,SOL-422,Fix ROMA MQ names in 3 TPH environments,10/4/24,0.00h,6.40h,1.05h,,,,,0.00h,1.28h,17.47h,0.07h,,,,,13727.35h,,
,SOL-433,[ISOX] Message details cannot be seen in FP if local_system_code='TPH',11/4/24,0.02h,353.85h,,,,,,0.98h,24.03h,122.65h,0.00h,287.03h,,,,12984.02h,,
,SOL-457,[ISOX] TPH outgoing PACS.004 is not processed by ISOX,10/31/24,332.43h,240.13h,,0.43h,,,,0.00h,,97.63h,0.08h,74.03h,,,,13075.03h,,
,SOL-416,[ISOX] TPH incoming messages ends in wrong bankiD in case of RTGS and E1S1 channels,10/18/24,431.88h,,,0.00h,,,,,,,,,,,,,13391.18h,
,SOL-415,Order certificates for kafka/isox,11/19/24,0.05h,0.00h,,96.07h,,,,0.00h,48.28h,116.80h,0.00h,1009.70h,,,,12620.90h,,
,SOL-420,PROD environment setup for Proscan and TPH,11/28/25,0.05h,265.63h,,4194.37h,,,,1460.85h,1512.40h,1168.80h,1596.15h,,,,,3648.55h,,
,SOL-418,DEV/ TEST environment setup for Proscan and TPH,11/19/24,0.00h,0.00h,,,,,,0.00h,455.33h,143.28h,0.00h,675.08h,,,,12621.15h,,
,SOL-413,Add chargeAccount object to Account Check API endpoint (REQ/RES),10/21/24,0.00h,,,598.43h,,,,,,,,,,,,,13320.53h,
,SOL-491,[Cypress Hill] Modify swiftref script for files needed by TPH Baltics,6/9/25,0.00h,2594.73h,,482.42h,,,,1421.98h,1505.17h,145.43h,,,,,,7770.57h,,
,SOL-490,[PPTE] [PROD] SEPA Directory files upload to TPH,8/11/25,0.00h,1135.42h,66.63h,502.23h,,,,2398.45h,2404.45h,,1100.62h,,,,,6264.88h,,
,SOL-492,[PPTE] [PROD] SEPA Directory Plus files upload to TPH,8/5/25,0.00h,1135.35h,,502.40h,,,,2515.48h,2402.13h,,954.52h,,,,,6410.98h,,
,SOL-489,[PPTE] [PROD] Bank Directory Plus files upload to TPH,7/29/25,0.00h,1135.33h,,502.43h,,,,2518.60h,2399.03h,,794.90h,,,,,6570.60h,,
,SOL-437,Account Check service is able to consume MDM API address endpoint,12/3/24,0.00h,384.10h,27.93h,265.42h,,,,236.48h,196.10h,532.05h,0.00h,,,,,12281.85h,,
,SOL-1367,Create correct overview and setup of MQs used by TPH in all environements,,0.05h,0.00h,,0.00h,,,,0.00h,13988.60h,,,,,,,,,
,SOL-830,[Sys Doc] ICFR self assessment for W670 service,,0.05h,,,14084.83h,,,,,,,,,,,,,,
,SOL-407,Agree on Prod verification approach Piloting,,14087.03h,,,,,,,,,,,,,,,,,
,SOL-1369,[Sys Doc] Describe deployment procedure for APIs,2/9/26,0.00h,0.00h,,3313.18h,,,,0.00h,0.00h,8884.92h,,,,,,1889.73h,,
,SOL-1368,[Sys Doc] Describe TPH deployment process + back-up,,0.00h,,,14087.92h,,,,,,,,,,,,,,
,SOL-510,Update source data dictionary in SWIC,,0.00h,,,6887.63h,,,,,7226.93h,,,,,,,,,
,SOL-406,[ISOX] MFB header values,10/31/24,18.87h,166.48h,,5.43h,,,,42.43h,,239.93h,559.00h,21.90h,,,,13077.48h,,
,SOL-372,[End-to-End testing] - Funds Update API,1/21/26,3815.73h,,,3245.10h,,,,,,,4846.70h,,,,,2349.32h,,
,SOL-359,Update MDM api URLs,1/16/25,359.43h,265.02h,,,,,,0.00h,338.45h,27.30h,0.05h,2061.13h,,,,11229.60h,,
,SOL-358,Setup PROD environment for Namecheck API,11/7/24,0.00h,0.00h,,,,,,503.12h,869.97h,0.00h,0.00h,,,,,12908.58h,,
,SOL-382,[API] Develop and Expose Endpoint to Send Return Payment info to CORE DB,2/19/25,1699.20h,150.68h,,,,,,1244.98h,794.97h,,,,,,,10410.57h,,
,SOL-379,[API] Develop and expose endpoint for updating TPH payment in CORE DB,2/25/25,1699.20h,150.67h,,,,,,1025.03h,1013.13h,138.73h,,,,,,10273.62h,,
,SOL-380,[API] Develop and Expose Endpoint to Retrieve Payment Using Payment ID,2/25/25,1699.22h,150.68h,,,,,,569.17h,1106.75h,500.93h,,,,,,10273.63h,,
,SOL-383,[API] Develop and expose endpoint for inserting new TPH payments,2/25/25,1702.75h,150.68h,,,,,,329.08h,576.32h,692.35h,579.10h,,,,,10273.63h,,
,SOL-375,[Kafka] Create a git repository setup for Kafka HTTP connector configuration,11/19/24,22.18h,169.40h,,,,,,384.88h,0.00h,116.80h,0.00h,1009.72h,,,,12620.88h,,
,SOL-378,[End-to-end testing] [Kafka] ISOX payment records update with payment message info from Kafka,4/1/25,41.45h,6.65h,,143.73h,,,,2831.78h,,172.07h,1576.92h,189.02h,,,,9434.25h,,
,SOL-377,[Kafka] Transform the Payment message into ISOX format for endpoint request payload,11/19/24,41.58h,150.35h,,,,,,403.30h,1107.72h,0.17h,0.00h,0.00h,,,,12620.87h,,
,SOL-376,[Kafka] Configure certificates for Secure communication from Kafka HTTP connector to ISOX API,11/19/24,22.82h,168.93h,,,,,,385.03h,1126.18h,0.15h,0.00h,0.00h,,,,12620.88h,,
,SOL-335,Enhance timeout exception handling for all integrations,9/10/24,72.25h,0.02h,,,,,,0.00h,22.75h,0.00h,0.02h,,,,,14301.65h,,
,SOL-320,Investigate how to use grafana/alloy instead of grafana/agent,9/12/24,0.00h,0.00h,,,,,,0.00h,151.65h,0.00h,0.00h,,,,,14250.73h,,
,SOL-318,"[Non-funct testing] Disaster recovery testing (MDM, Namecheck)",,14497.27h,,,,,,,,,,,,,,,,,
